Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP101098,IT,43,100816,8,35.9,71,No
EMP101099,Marketing,28,75323,9,43.1,61,Yes
EMP101100,Finance,46,115109,10,50.4,78,No
EMP101101,IT,34,104003,9,36.2,65,No
EMP101102,Operations,28,74355,9,47.1,58,No
EMP101103,Operations,43,101423,9,39.6,69,No
EMP101104,Operations,33,76758,9,40.1,69,No
EMP101105,Operations,41,97246,8,36.1,43,No
EMP101106,IT,33,115972,13,38.2,76,No
EMP101107,Finance,35,88121,11,45.2,83,Yes
EMP101108,Marketing,39,79712,5,45.9,51,No
EMP101109,Sales,37,101564,11,43.2,82,Yes
EMP101110,IT,22,89471,10,39.5,68,No
EMP101111,Marketing,26,69953,8,36.5,54,No
EMP101112,IT,42,115441,9,42.3,71,Yes
EMP101113,IT,34,99307,13,40.2,59,No
EMP101114,Sales,31,89241,5,43.1,58,No
EMP101115,Sales,24,77212,7,40.4,40,No
EMP101116,Sales,26,89827,10,40.5,74,No
EMP101117,IT,22,88425,11,42.8,73,No
EMP101118,Operations,34,109142,18,43.8,100,Yes
EMP101119,HR,30,83261,10,48.1,81,Yes
EMP101120,IT,27,93669,8,40.3,48,No
EMP101121,Operations,34,81603,5,44.7,52,No
EMP101122,Operations,38,97401,14,51.0,100,Yes
EMP101123,Operations,52,108326,8,44.9,76,Yes
EMP101124,Marketing,23,69795,9,47.8,63,No
EMP101125,Sales,44,96588,8,38.9,57,No
EMP101126,Sales,43,112529,10,38.4,85,No
EMP101127,IT,29,94736,9,41.2,74,Yes
EMP101128,Finance,37,108260,13,41.7,80,Yes
EMP101129,Finance,31,98636,10,47.4,91,No
EMP101130,HR,36,86305,8,38.4,62,No
EMP101131,Marketing,47,113802,9,41.6,78,No
EMP101132,Finance,40,90432,10,47.4,82,Yes
EMP101133,IT,39,93414,7,43.1,53,No
EMP101134,IT,32,90396,9,41.9,78,No
EMP101135,Sales,23,61346,5,43.2,51,No
EMP101136,IT,33,98278,10,36.4,66,No
EMP101137,Operations,45,99560,7,36.3,57,No
EMP101138,Finance,23,83652,4,34.1,35,No
EMP101139,Finance,27,91023,9,43.0,63,No
EMP101140,Sales,36,96555,13,46.6,92,Yes
EMP101141,Marketing,27,74366,5,45.8,46,No
EMP101142,HR,29,70438,12,47.7,78,Yes
EMP101143,Sales,32,97454,14,49.3,96,Yes
EMP101144,Sales,24,76733,8,42.7,62,No
EMP101145,HR,27,71787,11,41.7,72,Yes
EMP101146,Operations,41,92593,7,49.4,75,No
EMP101147,Marketing,25,66645,6,38.5,48,No
EMP101148,Sales,22,75405,12,36.1,45,No
EMP101149,Operations,30,88247,9,40.3,66,No
EMP101150,Operations,41,103603,9,39.7,68,Yes
EMP101151,Marketing,33,88860,9,42.2,69,No
EMP101152,Marketing,31,80771,9,37.7,52,No
EMP101153,Sales,35,81825,6,43.8,65,No
EMP101154,Sales,22,76758,11,39.2,65,No
EMP101155,Sales,39,94680,9,48.1,71,Yes
EMP101156,Marketing,38,88367,10,36.0,55,No
EMP101157,IT,32,102723,10,41.3,80,No
EMP101158,Operations,43,91386,5,40.3,50,Yes
EMP101159,Operations,26,87589,11,43.2,73,No
EMP101160,IT,44,98800,8,46.6,71,No
EMP101161,Marketing,36,85270,9,43.3,74,Yes
EMP101162,IT,32,92556,5,41.4,57,No
EMP101163,HR,35,95641,13,45.5,77,No
EMP101164,Marketing,34,72585,5,46.2,45,No
EMP101165,IT,45,106618,6,43.3,65,No
EMP101166,Marketing,26,77576,8,43.9,56,Yes
EMP101167,Marketing,29,83951,13,45.2,64,No
EMP101168,Sales,43,108342,12,33.8,64,Yes
EMP101169,IT,30,88117,12,40.2,70,No
EMP101170,HR,42,84239,8,43.9,60,No
EMP101171,Sales,49,113394,10,40.5,82,Yes
EMP101172,Operations,32,79577,5,40.6,29,No
EMP101173,Sales,40,99489,10,43.9,69,No
EMP101174,HR,26,73150,10,44.0,72,Yes
EMP101175,Sales,41,108821,13,44.3,84,No
EMP101176,Sales,37,106111,14,38.0,72,No
EMP101177,Marketing,39,101349,11,34.9,61,No
EMP101178,IT,30,82154,3,46.0,53,No
EMP101179,Marketing,22,64870,6,38.3,39,No
EMP101180,Sales,39,96258,11,37.9,63,No
EMP101181,Operations,22,68259,9,37.5,55,No
EMP101182,HR,32,69983,5,47.8,57,No
EMP101183,Sales,43,102562,12,43.1,72,No
EMP101184,Operations,37,100409,8,43.7,70,No
EMP101185,IT,51,102118,4,45.4,49,No
EMP101186,Operations,43,104224,8,41.8,77,Yes
EMP101187,Sales,30,85394,10,47.1,85,No
EMP101188,IT,35,100561,11,36.0,65,No
EMP101189,HR,35,85607,9,36.6,65,No
EMP101190,Marketing,22,71289,13,36.3,57,No
EMP101191,IT,27,87400,11,44.1,73,No
EMP101192,Sales,31,82553,11,44.5,68,No
EMP101193,HR,22,67118,10,39.6,56,No
EMP101194,Sales,35,87545,10,40.8,67,No
EMP101195,IT,33,103703,9,48.3,81,Yes
EMP101196,Operations,22,65700,6,38.5,41,No
EMP101197,Operations,38,81329,10,43.5,69,No
EMP101198,Operations,41,89993,6,38.6,61,No
EMP101199,Marketing,37,91845,7,47.5,52,No
EMP101200,IT,32,104382,9,45.1,91,Yes
EMP101201,Marketing,40,89223,7,35.0,46,No
EMP101202,IT,40,111899,15,40.7,91,Yes
EMP101203,IT,37,104113,11,31.6,73,No
EMP101204,HR,28,79090,10,46.5,76,No
EMP101205,Finance,37,94427,11,52.2,94,Yes
EMP101206,Marketing,45,96933,8,31.1,59,No
EMP101207,Sales,30,92103,13,34.9,68,No
EMP101208,Finance,52,117675,10,42.8,88,No
EMP101209,HR,31,72133,6,41.9,39,No
EMP101210,Operations,35,80985,7,39.9,56,No
EMP101211,Finance,30,93032,10,33.3,62,No
EMP101212,Finance,37,95533,8,43.6,76,Yes
EMP101213,IT,22,87718,12,46.4,87,Yes
EMP101214,Marketing,31,69705,5,56.2,68,No
EMP101215,Sales,26,84241,9,48.5,71,Yes
EMP101216,IT,36,86512,5,35.5,39,No
EMP101217,IT,43,119299,10,41.9,78,No
EMP101218,Sales,40,91924,10,45.0,64,No
EMP101219,Sales,22,78373,8,38.6,67,No
EMP101220,HR,51,92751,10,45.9,84,Yes
EMP101221,Operations,37,77250,8,45.5,65,No
EMP101222,IT,29,94871,13,48.2,96,Yes
EMP101223,Finance,36,88242,12,46.0,87,Yes
EMP101224,Operations,36,93978,8,43.4,58,No
EMP101225,Finance,30,90869,10,38.8,70,No
EMP101226,Sales,37,107406,12,35.5,83,No
EMP101227,Finance,30,89997,10,43.1,65,No
EMP101228,HR,32,81059,9,40.0,47,Yes
EMP101229,Operations,30,75391,5,40.5,36,No
EMP101230,Finance,24,80356,11,47.6,76,No
EMP101231,Operations,36,92559,11,48.8,74,No
EMP101232,IT,40,98776,10,35.8,62,Yes
EMP101233,IT,39,110725,12,40.9,77,Yes
EMP101234,IT,42,104753,9,39.8,68,No
EMP101235,Sales,38,95999,10,43.6,70,No
EMP101236,Finance,31,110942,11,30.7,63,No
EMP101237,Operations,42,88982,5,34.7,47,No
EMP101238,Finance,24,89283,12,41.4,67,No
EMP101239,Operations,28,88675,13,45.9,86,No
EMP101240,IT,27,95546,9,42.4,62,No
EMP101241,Operations,44,100631,8,45.4,72,No
EMP101242,Marketing,43,90771,6,43.0,57,No
EMP101243,Marketing,39,110355,11,48.4,93,Yes
EMP101244,Marketing,44,93842,9,49.4,80,Yes
EMP101245,Marketing,28,75037,7,38.2,58,No
EMP101246,Sales,38,93099,5,46.4,61,No
EMP101247,IT,34,95691,11,44.5,73,Yes
EMP101248,IT,42,107594,7,54.5,92,No
EMP101249,Operations,34,84323,8,38.0,57,No
EMP101250,Sales,32,91819,8,41.4,70,No
EMP101251,Marketing,39,104262,12,36.8,72,Yes
EMP101252,Finance,42,108459,12,37.1,65,No
EMP101253,IT,30,80797,6,43.9,74,No
EMP101254,IT,35,92251,7,43.0,57,No
EMP101255,Sales,27,77911,7,44.7,50,No
EMP101256,Finance,22,83130,8,44.6,70,No
EMP101257,IT,37,102523,9,40.8,61,No
EMP101258,Finance,40,102627,8,40.8,63,Yes
EMP101259,IT,37,104496,10,37.1,68,No
EMP101260,Sales,22,82477,10,38.5,60,No
EMP101261,HR,32,80198,10,41.7,62,No
EMP101262,Marketing,22,78989,12,43.0,85,Yes
EMP101263,HR,46,107370,15,45.6,96,Yes
EMP101264,Finance,26,79972,8,45.0,56,Yes
EMP101265,IT,45,110870,6,49.8,84,No
EMP101266,IT,43,115544,10,37.1,66,No
EMP101267,Finance,28,99435,12,40.8,76,No
EMP101268,Finance,26,78018,8,37.6,44,No
EMP101269,Sales,38,91505,6,48.4,68,No
EMP101270,HR,28,92154,15,39.5,82,No
EMP101271,Sales,36,112217,15,47.8,100,Yes
EMP101272,Operations,31,78148,10,49.3,77,No
EMP101273,Marketing,22,79783,13,44.1,84,No
EMP101274,IT,22,85065,11,43.5,78,No
EMP101275,Finance,37,114345,13,42.2,80,No
EMP101276,IT,31,80144,9,40.4,54,No
EMP101277,IT,31,90716,11,39.8,77,No
EMP101278,Operations,41,105998,9,41.3,65,No
EMP101279,IT,44,111582,12,51.1,100,Yes
EMP101280,Finance,33,86791,10,36.8,67,No
EMP101281,Sales,32,96672,9,43.0,57,Yes
EMP101282,Marketing,39,95209,15,45.6,89,Yes
EMP101283,Sales,24,87732,11,40.6,76,Yes
EMP101284,IT,37,89438,8,44.1,64,No
EMP101285,HR,39,81145,10,34.5,51,No
EMP101286,Sales,40,98401,9,48.6,86,No
EMP101287,IT,22,81110,11,47.7,86,Yes
EMP101288,Finance,29,93234,11,41.5,67,No
EMP101289,IT,28,104212,11,37.6,85,No
EMP101290,IT,36,94870,7,46.0,53,No
EMP101291,Finance,39,116967,13,36.3,68,Yes
EMP101292,IT,47,110946,7,37.0,56,No
EMP101293,Sales,31,84935,5,41.7,48,Yes
EMP101294,Sales,31,83081,15,49.6,91,Yes
EMP101295,Marketing,44,111818,14,45.2,91,Yes
EMP101296,IT,37,105297,10,38.8,64,No
EMP101297,IT,45,111640,11,33.6,66,No
EMP101298,IT,37,104773,5,42.2,54,No
EMP101299,Sales,26,77441,9,43.3,68,No
EMP101300,Marketing,24,58147,5,41.6,40,No
EMP101301,IT,23,84892,7,51.0,69,No
EMP101302,Operations,40,93058,12,41.3,75,No
EMP101303,IT,45,105260,6,30.6,54,No
EMP101304,Sales,50,122639,12,40.0,81,No
EMP101305,Marketing,42,97791,8,44.3,59,Yes
EMP101306,Operations,44,106716,13,43.9,80,Yes
EMP101307,Marketing,30,74693,6,41.1,47,No
EMP101308,Marketing,26,75992,4,40.3,46,Yes
EMP101309,HR,42,84281,9,32.0,56,No
EMP101310,Marketing,38,98250,10,42.4,86,Yes
EMP101311,IT,36,108962,7,40.3,70,No
EMP101312,Operations,38,91661,6,43.2,52,No
EMP101313,Sales,38,87972,6,44.5,58,Yes
EMP101314,Marketing,45,101040,10,48.2,65,No
EMP101315,Finance,45,102518,8,37.2,58,No
EMP101316,Sales,39,88494,7,35.5,44,Yes
EMP101317,Sales,42,102107,10,39.1,51,No
EMP101318,Marketing,39,100677,11,38.3,88,Yes
EMP101319,IT,31,99465,7,37.9,54,No
EMP101320,IT,41,93661,9,49.2,61,No
EMP101321,IT,24,66766,7,42.7,49,No
EMP101322,IT,43,108580,4,51.9,85,No
EMP101323,Operations,25,83943,12,42.0,88,Yes
EMP101324,IT,37,95857,6,36.1,50,No
EMP101325,Operations,28,83008,8,38.0,55,No
EMP101326,HR,39,95879,14,47.1,100,Yes
EMP101327,IT,35,108251,8,36.3,60,No
EMP101328,Marketing,22,70151,6,44.8,57,No
EMP101329,Sales,38,86714,6,40.2,59,No
EMP101330,Finance,30,78051,4,37.4,30,No
EMP101331,Sales,42,93339,6,48.9,80,Yes
EMP101332,Marketing,35,85337,10,39.1,56,No
EMP101333,IT,38,110137,8,37.9,59,No
EMP101334,Operations,27,84944,11,41.6,71,Yes
EMP101335,Operations,30,73577,7,39.5,57,No
EMP101336,Sales,31,92431,11,53.1,95,Yes
EMP101337,IT,42,120634,12,47.3,95,Yes
EMP101338,Sales,48,113165,9,39.0,73,No
EMP101339,IT,29,91841,12,39.6,81,No
EMP101340,IT,44,100546,8,31.9,52,No
EMP101341,HR,22,79764,11,42.7,63,No
EMP101342,Finance,25,71654,8,38.3,45,No
EMP101343,Operations,27,82826,9,42.4,71,No
EMP101344,Marketing,24,73389,10,32.2,41,No
EMP101345,Marketing,22,75082,6,41.9,38,No
EMP101346,Finance,38,90672,8,50.5,73,Yes
EMP101347,HR,33,85021,14,42.3,80,No
EMP101348,Finance,38,95302,5,38.1,56,No
EMP101349,Operations,41,103973,10,41.9,63,No
EMP101350,IT,37,110558,10,41.7,79,No
EMP101351,Operations,40,97238,8,53.0,91,Yes
EMP101352,Sales,34,93897,10,40.3,61,Yes
EMP101353,Finance,26,90695,9,36.0,58,No
EMP101354,Marketing,43,85976,7,42.1,41,No
EMP101355,Finance,30,82122,8,43.0,68,No
EMP101356,Operations,28,74079,9,44.8,70,Yes
EMP101357,Operations,34,80086,13,45.8,80,No
EMP101358,Finance,28,81053,3,51.8,47,No
EMP101359,HR,32,88178,9,39.0,66,No
EMP101360,Sales,38,94536,7,38.6,54,No
EMP101361,Operations,38,90680,6,32.7,20,No
EMP101362,IT,28,86710,7,45.3,69,No
EMP101363,Sales,31,86731,9,37.6,67,No
EMP101364,Sales,44,119371,13,46.5,100,Yes
EMP101365,Marketing,39,100495,8,39.5,53,No
EMP101366,IT,52,113290,8,50.6,69,No
EMP101367,Marketing,44,100253,6,34.8,46,No
EMP101368,Operations,44,106577,8,47.1,81,Yes
EMP101369,IT,24,85302,7,46.5,57,No
EMP101370,IT,41,114925,13,44.6,79,No
EMP101371,Operations,35,97720,12,36.4,76,Yes
EMP101372,IT,31,75508,4,44.7,46,No
EMP101373,Operations,36,89176,13,42.6,84,Yes
EMP101374,Finance,43,98700,3,32.8,36,No
EMP101375,IT,39,99998,11,49.8,86,Yes
EMP101376,Operations,28,73464,9,40.3,56,No
EMP101377,Finance,41,84547,6,49.4,62,No
EMP101378,Sales,30,85946,11,41.7,67,No
EMP101379,Finance,37,98046,8,46.9,64,No
EMP101380,Sales,33,84330,5,37.7,48,No
EMP101381,IT,33,109904,14,43.1,100,Yes
EMP101382,Finance,41,107251,13,42.7,82,Yes
EMP101383,Operations,27,81244,9,40.4,75,Yes
EMP101384,HR,51,114675,13,37.7,85,Yes
EMP101385,Sales,22,71184,5,30.0,30,No
EMP101386,HR,30,71891,8,37.8,55,No
EMP101387,Marketing,38,89998,7,45.5,73,No
EMP101388,IT,40,99495,13,35.0,68,No
EMP101389,Operations,34,89001,9,36.1,61,No
EMP101390,Finance,35,91490,9,34.8,64,No
EMP101391,IT,38,112711,10,43.0,76,No
EMP101392,IT,33,91737,10,37.5,63,No
EMP101393,IT,46,103100,4,48.1,58,No
EMP101394,Sales,42,91627,6,45.7,58,Yes
EMP101395,HR,42,84651,7,43.0,56,No
EMP101396,Marketing,27,80864,9,43.5,57,No
EMP101397,Finance,34,104091,16,38.2,87,Yes
EMP101398,IT,33,99712,5,38.2,54,No
EMP101399,Sales,27,76952,13,45.6,82,No
EMP101400,Marketing,38,91987,7,46.6,61,No
EMP101401,IT,31,96491,11,45.5,75,No
EMP101402,IT,40,109298,12,39.6,86,No
EMP101403,IT,26,80213,4,40.0,38,No
EMP101404,Marketing,49,114587,11,37.3,81,Yes
EMP101405,Sales,28,87990,11,45.8,71,No
EMP101406,Finance,37,100008,7,32.2,52,No
EMP101407,Marketing,41,84878,3,31.0,34,No
EMP101408,Marketing,30,74195,8,32.0,20,No
EMP101409,Sales,42,91865,5,31.3,45,No
EMP101410,Operations,25,95918,15,48.8,100,Yes
EMP101411,IT,47,122736,16,45.9,100,Yes
EMP101412,IT,35,89903,8,36.0,56,No
EMP101413,HR,30,86317,12,41.5,67,No
EMP101414,IT,33,96020,8,49.3,79,Yes
EMP101415,Sales,41,99175,12,44.5,100,Yes
EMP101416,Operations,30,84602,10,52.6,65,No
EMP101417,IT,29,95310,12,41.4,73,No
EMP101418,IT,33,95838,9,38.7,70,No
EMP101419,Finance,26,88279,9,36.6,67,No
EMP101420,Operations,50,112969,13,42.1,77,Yes
EMP101421,HR,30,72389,4,46.7,45,No
EMP101422,Sales,42,101799,12,42.5,76,Yes
EMP101423,IT,37,119598,14,40.2,85,Yes
EMP101424,IT,27,91527,5,48.3,62,No
EMP101425,Operations,35,83262,8,44.6,53,Yes
EMP101426,Operations,41,97247,13,41.4,79,Yes
EMP101427,IT,33,101669,9,38.2,57,No
EMP101428,Operations,45,101947,8,40.7,65,No
EMP101429,Sales,43,114910,15,44.4,93,Yes
EMP101430,Operations,42,94671,9,38.1,60,No
EMP101431,Finance,31,86005,7,35.8,40,No
EMP101432,Sales,26,78331,9,39.6,65,No
EMP101433,Finance,30,92825,10,41.8,67,No
EMP101434,Sales,37,82526,7,48.8,67,No
EMP101435,IT,39,97004,6,36.2,49,Yes
EMP101436,IT,22,78665,11,43.1,70,No
EMP101437,HR,35,83707,11,40.6,68,No
EMP101438,Marketing,36,85216,7,40.9,62,No
EMP101439,IT,33,107845,14,49.7,98,Yes
EMP101440,Sales,45,101342,6,42.4,55,No
EMP101441,Operations,38,96565,8,37.4,59,No
EMP101442,IT,45,97703,7,46.4,64,No
EMP101443,Sales,33,116185,20,46.1,100,Yes
EMP101444,Finance,42,94331,6,37.0,42,No
EMP101445,Operations,48,107769,12,36.0,82,Yes
EMP101446,IT,45,117212,12,44.1,83,Yes
EMP101447,Sales,26,78378,9,41.8,71,No
EMP101448,Marketing,33,96971,14,39.6,80,No
EMP101449,Operations,32,82684,5,47.3,65,No
EMP101450,Sales,39,93221,10,39.0,60,No
EMP101451,Finance,40,107298,13,44.1,73,No
EMP101452,Sales,28,87275,12,47.9,70,Yes
EMP101453,Operations,36,93550,7,40.3,78,Yes
EMP101454,Sales,22,63809,4,32.9,21,No
EMP101455,IT,47,105948,7,40.0,71,No
EMP101456,Operations,31,73870,6,42.9,41,No
EMP101457,Sales,35,85743,9,47.0,73,No
EMP101458,Sales,33,78896,8,39.4,57,No
EMP101459,IT,44,97582,5,50.6,92,Yes
EMP101460,Sales,22,79761,6,35.5,40,Yes
EMP101461,Finance,35,104745,12,42.8,77,Yes
EMP101462,Sales,34,112064,17,40.8,100,Yes
EMP101463,IT,31,93099,12,48.7,79,No
EMP101464,Sales,49,94514,8,34.6,57,No
EMP101465,Operations,28,99898,18,44.1,100,Yes
EMP101466,IT,41,118322,10,40.8,72,No
EMP101467,Operations,38,94488,11,49.6,89,Yes
EMP101468,Finance,45,111411,11,37.9,75,Yes
EMP101469,Operations,30,72983,8,44.1,65,Yes
EMP101470,Marketing,29,91969,15,37.8,93,Yes
EMP101471,Sales,44,104850,11,42.9,75,No
EMP101472,Marketing,38,77442,8,40.2,52,No
EMP101473,Operations,23,73176,11,40.1,52,No
EMP101474,Finance,31,83700,9,32.1,53,No
EMP101475,HR,38,93522,18,44.1,94,No
EMP101476,Sales,42,95251,9,36.6,63,No
EMP101477,Marketing,30,81653,7,36.4,57,No
EMP101478,Marketing,22,72401,11,34.2,48,No
EMP101479,Marketing,39,92691,5,36.7,42,No
EMP101480,Finance,25,82823,10,44.5,78,No
EMP101481,Marketing,22,76357,10,44.3,73,No
EMP101482,IT,22,90985,12,45.3,86,Yes
EMP101483,Sales,42,112403,11,36.9,70,Yes
EMP101484,IT,36,100503,12,43.1,70,Yes
EMP101485,HR,33,87054,11,38.9,61,No
EMP101486,Finance,46,97320,6,46.8,58,No
EMP101487,Finance,40,113333,10,44.1,86,Yes
EMP101488,Sales,48,95162,6,38.7,56,No
EMP101489,Finance,24,77102,5,47.2,51,No
EMP101490,Finance,35,108157,11,44.5,80,Yes
EMP101491,IT,22,88021,16,35.1,81,No
EMP101492,Finance,33,83771,2,33.6,26,No
EMP101493,IT,33,98843,14,35.3,71,Yes
EMP101494,IT,40,121770,11,50.2,100,No
EMP101495,Sales,35,76252,7,36.9,42,No
EMP101496,Sales,40,86296,8,51.4,81,No
EMP101497,Sales,41,89871,8,36.7,58,No
EMP101498,Finance,52,109064,9,36.1,52,No
EMP101499,Finance,32,100125,12,46.4,81,Yes
EMP101500,Operations,27,94998,11,46.6,88,No
EMP101501,Sales,37,96931,7,44.8,65,No
EMP101502,Finance,29,87603,8,45.4,55,No
EMP101503,IT,47,112657,9,38.0,72,No
EMP101504,HR,33,89762,16,46.2,90,Yes
EMP101505,Finance,30,95146,11,43.2,80,Yes
EMP101506,Finance,31,92747,11,40.2,92,No
EMP101507,Sales,41,106736,13,42.5,89,Yes
EMP101508,Sales,34,85555,9,47.3,77,Yes
EMP101509,Sales,30,81589,11,44.0,70,No
EMP101510,Marketing,48,109353,12,31.2,58,No
EMP101511,Marketing,28,74420,6,46.5,65,No
EMP101512,Marketing,35,82824,8,46.1,61,No
EMP101513,Operations,40,100601,14,40.1,81,Yes
EMP101514,IT,22,78750,5,42.6,64,No
EMP101515,IT,39,98530,5,42.6,55,No
EMP101516,IT,27,98059,8,32.1,61,No
EMP101517,Sales,42,106086,8,40.0,69,No
EMP101518,Operations,27,75237,10,40.2,56,No
EMP101519,IT,41,106055,10,41.2,77,No
EMP101520,Operations,44,87411,6,39.4,46,No
EMP101521,IT,42,100965,12,45.3,92,Yes
EMP101522,Operations,37,111173,12,38.0,88,Yes
EMP101523,Finance,33,98082,7,46.6,70,No
EMP101524,IT,30,88421,9,45.1,81,No
EMP101525,Finance,47,122460,12,48.8,99,Yes
EMP101526,HR,29,82550,8,50.7,80,Yes
EMP101527,HR,27,60277,8,50.7,88,Yes
EMP101528,HR,40,94304,9,36.1,78,No
EMP101529,Marketing,29,83450,12,43.7,74,No
EMP101530,Sales,27,74899,4,38.4,41,No
EMP101531,HR,23,86859,9,58.4,81,Yes
EMP101532,Sales,31,104912,14,45.1,99,Yes
EMP101533,Marketing,34,89831,11,49.1,86,No
EMP101534,HR,37,106730,16,44.2,92,Yes
EMP101535,Finance,43,89667,7,30.0,51,No
EMP101536,IT,39,98821,5,38.1,48,No
EMP101537,IT,33,95365,7,38.6,52,No
EMP101538,Sales,33,96634,11,40.0,75,Yes
EMP101539,IT,39,99949,9,43.8,69,No
EMP101540,Sales,45,98292,5,44.5,60,No
EMP101541,Marketing,36,89136,6,30.0,52,No
EMP101542,IT,31,74062,6,40.8,43,Yes
EMP101543,Sales,27,88703,14,39.6,83,Yes
EMP101544,HR,23,63380,9,48.9,61,No
EMP101545,Operations,40,92973,5,45.0,51,No
EMP101546,Finance,40,105867,7,41.1,64,No
EMP101547,Marketing,40,86929,7,43.1,81,No
EMP101548,Sales,34,87068,11,33.6,65,Yes
EMP101549,IT,46,115703,11,45.3,91,Yes
EMP101550,Sales,31,77681,8,40.0,51,No
EMP101551,Operations,43,94841,7,38.0,52,No
EMP101552,Sales,35,91009,10,48.6,67,No
EMP101553,Marketing,30,89281,11,43.4,88,Yes
EMP101554,Operations,40,103491,12,38.7,78,No
EMP101555,IT,38,102768,9,39.0,68,Yes
EMP101556,IT,38,100821,3,43.8,55,No
EMP101557,Sales,36,94018,9,43.4,86,Yes
EMP101558,Finance,35,80093,2,42.1,42,No
EMP101559,Marketing,54,103829,6,36.0,51,No
EMP101560,Operations,44,100014,11,36.7,83,Yes
EMP101561,Finance,41,99888,11,38.3,69,No
EMP101562,IT,36,92864,10,41.0,55,No
EMP101563,Marketing,43,113605,14,41.8,78,No
EMP101564,HR,39,81890,8,41.2,57,No
EMP101565,Marketing,35,88295,8,41.4,63,Yes
EMP101566,Finance,33,98201,13,51.4,100,Yes
EMP101567,Sales,34,79025,3,46.2,41,No
EMP101568,IT,22,91323,10,47.9,77,No
EMP101569,Sales,37,91060,7,44.3,57,No
EMP101570,Finance,31,88464,11,42.4,81,Yes
EMP101571,Sales,48,114215,15,44.0,100,Yes
EMP101572,IT,35,110560,13,43.1,100,Yes
EMP101573,Marketing,25,73699,6,46.0,59,No
EMP101574,Operations,35,97534,10,37.1,80,Yes
EMP101575,IT,27,81769,6,45.6,53,No
EMP101576,IT,39,92824,8,42.8,67,No
EMP101577,IT,37,114440,15,33.0,72,No
EMP101578,Sales,43,105917,11,42.4,84,No
EMP101579,Sales,29,92874,13,35.5,72,No
EMP101580,Sales,35,82910,9,39.3,39,No
EMP101581,IT,24,82959,10,41.2,74,Yes
EMP101582,Finance,41,91370,6,34.5,52,No
EMP101583,Sales,39,96596,8,41.7,60,No
EMP101584,Finance,39,108003,12,42.3,85,No
EMP101585,Operations,35,89939,9,45.8,60,No
EMP101586,IT,38,107606,9,39.7,63,No
EMP101587,Sales,48,112144,7,43.4,83,Yes
EMP101588,Finance,33,96718,10,41.5,62,No
EMP101589,Finance,36,102226,10,39.9,71,No
EMP101590,Marketing,26,74151,9,33.6,36,No
EMP101591,Sales,28,78447,9,41.4,63,Yes
EMP101592,Operations,36,92058,6,45.7,67,No
EMP101593,IT,44,114552,15,37.3,93,No
EMP101594,IT,33,103582,11,40.9,80,No
EMP101595,Marketing,33,92517,7,41.6,71,Yes
EMP101596,Sales,32,89721,8,47.5,66,No
EMP101597,HR,31,83314,12,42.2,65,No
EMP101598,IT,37,94358,10,43.4,68,No
EMP101599,IT,23,77580,5,42.0,38,No
EMP101600,Operations,45,110055,10,39.5,74,No
EMP101601,IT,30,91126,9,36.3,57,No
EMP101602,HR,41,100129,11,40.6,78,Yes
EMP101603,IT,25,90190,10,44.0,59,No
EMP101604,Finance,40,102948,9,42.6,72,Yes
EMP101605,IT,40,102299,9,49.4,91,Yes
EMP101606,Sales,38,95064,14,46.7,95,Yes
EMP101607,IT,27,84249,8,48.2,55,No
EMP101608,Marketing,37,89802,10,31.8,54,No
EMP101609,IT,26,92653,10,49.9,76,No
EMP101610,Sales,33,83309,6,43.3,56,No
EMP101611,Operations,43,104499,8,44.0,68,No
EMP101612,Sales,41,107288,13,46.5,100,Yes
EMP101613,Sales,35,88174,9,42.1,66,No
EMP101614,HR,27,68711,9,36.6,52,Yes
EMP101615,HR,40,87380,10,49.2,79,Yes
EMP101616,Sales,35,88565,7,38.2,57,No
EMP101617,Operations,22,70563,8,37.1,46,Yes
EMP101618,Sales,41,84741,5,40.8,55,No
EMP101619,Sales,35,97240,9,40.1,63,No
EMP101620,Marketing,45,106514,12,42.0,93,Yes
EMP101621,Finance,26,87848,10,41.5,71,No
EMP101622,IT,22,74064,7,48.7,62,No
EMP101623,Sales,37,90950,11,44.3,83,Yes
EMP101624,Operations,37,88027,7,37.7,56,No
EMP101625,IT,22,70431,9,38.4,60,No
EMP101626,Sales,27,88079,10,40.1,66,No
EMP101627,IT,57,116776,7,40.1,65,No
EMP101628,Sales,33,90794,11,39.4,70,Yes
EMP101629,IT,41,104362,7,36.5,53,No
EMP101630,Finance,30,84252,7,43.5,67,No
EMP101631,Marketing,22,65590,9,39.7,65,No
EMP101632,HR,34,87434,7,37.2,56,No
EMP101633,Sales,33,79605,9,44.4,77,Yes
EMP101634,Marketing,32,69381,8,46.2,70,No
EMP101635,Operations,34,90648,7,40.8,56,No
EMP101636,IT,37,84643,5,50.9,71,No
EMP101637,Finance,34,106917,12,53.1,88,Yes
EMP101638,IT,25,88461,9,44.5,71,No
EMP101639,Operations,39,87698,4,39.7,36,No
EMP101640,Operations,22,74786,11,43.3,67,No
EMP101641,Sales,22,65248,6,35.9,26,No
EMP101642,Marketing,41,93142,9,37.6,69,No
EMP101643,Sales,39,92537,10,33.6,54,No
EMP101644,Sales,35,91246,5,38.9,56,No
EMP101645,IT,24,84144,11,35.8,60,Yes
EMP101646,Marketing,29,93038,14,45.1,73,No
