customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
C2889,49.0,Male,East,Post-Graduate,Self-Employed,1803011.36,"₹1,096,436",Other,739.0,1,133,37.32,2016-09-16,0
C2890,45.0,Female,West,Secondary,Business,3184294.94,"₹158,552",Medical,689.4,3,132,32.46,2017-12-16,0
C2891,18.0,Female,North,Secondary,Self-Employed,983032.78,"₹600,553",Business,671.9,3,72,26.78,2017-03-07,0
C2892,64.0,Male,North,Primary,Business,777438.01,"₹140,332",Car,793.6,1,31,34.63,2023-11-07,0
C2893,56.0,Female,North,Primary,Salaried,406613.45,"₹292,556",Business,616.7,3,125,34.18,2024-06-19,0
C2894,42.0,Male,West,Graduate,Salaried,137167.61,"₹669,636",Other,625.4,10,171,25.42,2018-01-17,1
C2895,36.0,Female,East,Secondary,Salaried,2981173.54,,Education,705.4,3,134,45.37,2016-09-10,0
C2896,43.0,Female,North,Graduate,Salaried,533877.76,"₹129,429",Business,745.4,0,102,56.82,2016-02-10,0
C2897,40.0,Male,East,Primary,,617140.36,"₹536,440",Medical,732.1,3,131,75.18,2023-01-01,0
C2898,57.0,Female,East,Secondary,Business,208062.13,"₹635,132",Car,786.3,5,118,19.3,2022-12-19,1
C2899,52.0,Male,West,Primary,Business,79476.32,"₹74,624",Medical,638.9,0,121,85.76,2024-02-28,0
C2900,49.0,Male,West,Primary,Salaried,,"₹196,209",Business,602.3,4,96,24.19,2023-11-29,0
C2901,32.0,Male,South,Primary,Self-Employed,4361619.94,"₹96,608",Car,565.4,6,108,33.43,2022-07-04,0
C2902,55.0,Male,East,Primary,Unemployed,174674.2,"₹367,645",Education,797.5,0,129,36.37,2025-10-03,0
C2903,51.0,Male,South,Secondary,Business,270710.8,"₹89,322",Other,686.3,3,52,29.85,2026-06-15,0
C2904,33.0,Female,West,Post-Graduate,Salaried,,"₹288,163",Business,744.8,1,92,15.53,2022-01-14,0
C2905,68.0,Male,West,Post-Graduate,Unemployed,457760.61,"₹1,378,290",Car,650.3,0,58,39.43,2016-10-12,1
C2906,23.0,Male,South,Graduate,Self-Employed,1009499.07,"₹322,131",Home,646.3,4,76,29.45,2023-07-26,0
C2907,36.0,,South,Post-Graduate,Business,,"₹207,697",Car,462.0,3,130,13.36,2017-12-06,0
C2908,38.0,Other,North,Post-Graduate,Business,,"₹613,262",Education,563.2,4,103,102.55,2025-07-23,1
C2909,40.0,Male,East,Post-Graduate,Salaried,,"₹941,437",Medical,714.5,0,45,24.99,2018-12-17,0
C2910,59.0,Male,East,Graduate,Business,4871269.7,"₹295,203",Business,618.0,4,83,60.03,2020-02-06,0
C2911,,Male,West,Post-Graduate,Self-Employed,565021.28,"₹184,687",Home,725.8,4,114,12.75,2023-06-16,0
C2912,48.0,Female,South,Graduate,Self-Employed,839517.79,"₹649,754",Car,680.6,5,17,26.3,2017-01-19,0
C2913,52.0,Female,East,Primary,Self-Employed,1300202.01,"₹261,007",Business,671.3,0,106,33.73,2019-04-29,0
C2914,66.0,Male,South,Graduate,Salaried,354185.16,"₹1,780,837",Other,635.1,2,75,58.81,2019-01-31,1
C2915,34.0,Male,South,Graduate,Salaried,344496.19,"₹51,749",Medical,705.8,0,41,24.34,2018-06-30,0
C2916,46.0,Female,North,Secondary,Business,1190446.28,"₹343,998",Medical,672.2,3,99,65.52,2018-12-27,0
C2917,25.0,Male,West,Post-Graduate,Self-Employed,290053.35,"₹669,536",Car,786.5,4,28,94.69,2024-08-24,1
C2918,26.0,Female,East,Primary,Unemployed,871418.52,"₹672,661",Car,580.2,0,76,39.18,2016-02-22,0
C2919,59.0,Male,South,Post-Graduate,Unemployed,356500.5,"₹429,248",Car,500.0,4,125,51.7,2022-04-22,1
C2920,,Female,West,Post-Graduate,Salaried,435772.56,"₹121,353",Home,920.0,7,18,56.74,2025-02-11,0
C2921,,Male,North,Post-Graduate,Salaried,590822.23,"₹3,439,882",Other,695.8,2,2,115.42,2016-08-11,1
C2922,29.0,Female,East,Secondary,Business,104556.28,"₹781,024",Car,766.0,2,66,14.18,2017-07-27,1
C2923,19.0,Female,South,Graduate,Self-Employed,660988.91,"₹627,219",Home,847.8,0,57,96.99,2024-06-24,0
C2924,61.0,Female,North,Secondary,Unemployed,369961.42,"₹331,492",Education,801.3,7,62,16.09,2015-08-18,0
C2925,24.0,Male,South,Secondary,Business,228557.55,"₹279,170",Business,577.3,2,100,32.46,2021-07-10,0
C2926,24.0,Male,East,Secondary,Self-Employed,185746.08,"₹105,523",Business,733.4,4,55,56.74,2018-11-30,0
C2927,33.0,Female,South,Post-Graduate,Business,320428.51,"₹1,508,315",Business,586.5,5,141,27.58,2023-05-29,1
C2928,54.0,Female,West,Graduate,Salaried,151765.94,"₹179,549",Education,,5,85,21.28,2021-12-05,0
C2929,47.0,Female,East,Graduate,Salaried,737157.91,"₹216,427",Home,596.6,0,234,128.21,2015-04-18,0
C2930,22.0,Female,South,Post-Graduate,Unemployed,1679441.56,"₹51,293",Education,738.2,3,97,36.19,2021-01-01,0
C2931,62.0,Male,East,Graduate,Self-Employed,214732.5,"₹68,377",Car,625.2,0,129,32.46,2024-09-22,0
C2932,61.0,Male,North,Primary,Unemployed,660282.92,"₹173,790",Other,621.8,0,88,45.04,2016-08-11,0
C2933,20.0,Female,West,Secondary,Self-Employed,347878.89,"₹1,128,799",Business,669.8,0,73,145.72,2019-05-02,1
C2934,60.0,Male,South,Secondary,Business,1203741.62,"₹232,812",Car,690.4,1,49,97.71,2025-08-10,0
C2935,32.0,Female,West,Primary,Salaried,535558.69,"₹156,893",Home,796.1,3,164,44.92,2025-05-22,0
C2936,34.0,Male,East,Secondary,Unemployed,1286788.36,"₹180,662",Car,599.2,2,129,39.32,2025-07-13,0
C2937,66.0,Female,South,Secondary,Salaried,402728.88,"₹116,550",Car,749.2,1,71,66.16,2025-09-17,0
C2938,34.0,Male,North,Graduate,,405592.18,"₹50,000",Medical,,5,78,40.7,2026-05-11,0
C2939,56.0,Male,South,Primary,Salaried,1753618.42,"₹212,312",Home,747.5,2,97,25.64,2020-10-16,0
C2940,67.0,Male,East,Primary,Unemployed,1482640.86,"₹536,344",Education,598.4,4,100,45.98,2024-11-19,0
C2941,69.0,Male,North,Secondary,,223079.98,,Other,645.7,0,86,14.67,2017-03-03,0
C2942,49.0,Male,North,Post-Graduate,Self-Employed,480108.99,"₹408,478",Medical,675.0,0,127,78.01,2022-01-25,0
C2943,62.0,Female,North,Primary,Business,,"₹427,859",Car,651.0,0,46,65.72,2017-06-24,0
C2944,46.0,Male,East,Secondary,Unemployed,,"₹317,262",Education,716.3,3,97,15.91,2022-01-24,0
C2945,47.0,Male,South,Secondary,Self-Employed,833022.84,"₹447,243",Car,692.9,3,46,34.5,2022-06-21,0
C2946,65.0,Female,South,Primary,Business,2614655.06,"₹299,727",Medical,920.0,2,96,15.83,2016-06-17,0
C2947,40.0,Other,North,Post-Graduate,Salaried,525773.91,"₹510,891",Home,609.1,4,53,46.3,2023-02-22,0
C2948,32.0,Female,East,Secondary,Unemployed,637954.3,"₹65,661",Car,773.4,8,145,43.22,2016-10-13,0
C2949,37.0,Male,East,Secondary,Salaried,1444422.91,"₹1,328,638",Business,670.8,2,139,40.49,2023-01-17,0
C2950,32.0,,West,Graduate,Unemployed,611445.52,"₹212,716",Education,836.0,0,194,57.53,2023-08-23,0
C2951,55.0,Male,North,Secondary,Self-Employed,581158.79,"₹215,590",Education,711.3,0,67,15.98,2016-08-05,0
C2952,23.0,Male,West,Secondary,Self-Employed,,"₹616,470",Business,637.5,3,126,10.75,2020-06-22,1
C2953,26.0,Male,West,Post-Graduate,Salaried,531970.53,"₹458,221",Medical,715.4,3,7,47.67,2016-02-05,0
C2954,48.0,Female,South,Secondary,Self-Employed,144804.94,"₹50,000",Other,581.2,0,132,88.24,2024-02-17,0
C2955,60.0,Female,North,Primary,Business,107538.75,"₹311,093",Other,737.0,1,200,45.59,2025-11-25,1
C2956,70.0,Female,West,Primary,Unemployed,389249.65,"₹167,005",Education,691.7,0,12,300.0,2023-07-23,1
C2957,50.0,Male,North,Secondary,Unemployed,147064.82,"₹488,101",Education,755.2,4,15,22.22,2017-06-01,1
C2958,57.0,Male,East,Post-Graduate,Unemployed,1192924.21,"₹120,309",Other,631.8,8,23,27.78,2019-03-23,0
C2959,66.0,Male,West,Secondary,Self-Employed,177699.88,"₹397,728",Education,844.5,2,123,19.15,2023-09-22,0
C2960,51.0,Female,East,Primary,Business,479222.8,"₹1,351,985",Home,494.4,0,27,12.08,2024-05-15,1
C2961,42.0,Male,East,Graduate,Self-Employed,78913.72,"₹435,495",Medical,700.4,0,139,85.43,2016-06-27,1
C2962,24.0,Female,East,Graduate,Unemployed,919295.43,"₹58,267",Car,670.2,1,38,130.01,2025-09-07,0
C2963,59.0,Male,South,Post-Graduate,Business,,"₹50,000",Car,677.3,3,56,32.7,2019-06-23,0
C2964,30.0,Other,East,Secondary,Salaried,1740329.05,"₹773,628",Home,,3,136,40.41,2020-10-09,0
C2965,66.0,Male,West,Primary,Salaried,273743.84,"₹1,338,572",Home,,1,77,64.03,2016-12-19,1
C2966,51.0,Male,West,Secondary,Unemployed,275730.39,"₹79,906",Medical,619.9,4,50,20.87,2016-09-02,0
C2967,62.0,Male,West,Primary,Business,1154664.7,"₹697,093",Other,631.6,4,54,22.37,2024-01-06,0
C2968,52.0,Other,South,Graduate,Business,476068.89,"₹224,422",Business,631.6,0,104,46.18,2015-07-31,0
C2969,22.0,Male,South,Secondary,Unemployed,458392.06,"₹117,301",Education,692.4,0,44,32.99,2015-06-15,0
C2970,61.0,Male,East,Graduate,Unemployed,194565.62,"₹121,111",Education,623.1,1,102,40.51,2022-08-11,0
C2971,,Female,East,Primary,Salaried,2904976.86,"₹400,823",Business,980.0,5,32,67.65,2019-03-15,0
C2972,52.0,Female,South,Post-Graduate,Salaried,2755451.87,"₹410,155",Car,625.0,2,1,84.84,2026-06-22,0
C2973,62.0,Male,North,Primary,Salaried,992664.02,"₹150,827",Education,570.8,0,128,75.72,2020-08-28,0
C2974,44.0,Female,South,Secondary,Self-Employed,345372.66,"₹268,828",Education,663.9,0,89,75.35,2022-06-06,0
C2975,48.0,Male,South,Primary,Salaried,758682.72,,Car,836.9,1,77,49.04,2017-10-02,0
C2976,64.0,Female,South,Graduate,Self-Employed,719819.93,"₹2,493,994",Education,797.4,2,115,56.13,2025-06-09,1
C2977,24.0,Male,South,Primary,Unemployed,279276.2,"₹8,095,269",Home,719.2,2,113,89.07,2015-05-19,1
C2978,42.0,Female,East,Primary,Unemployed,568892.99,"₹214,383",Education,690.7,7,218,68.0,2017-11-14,0
C2979,35.0,Female,North,Secondary,Salaried,12296539.48,"₹168,003",Medical,660.7,6,156,33.78,2017-10-11,0
C2980,,Male,South,Graduate,Salaried,134367.26,"₹532,680",Other,681.5,5,164,64.5,2018-01-17,1
C2981,52.0,Male,North,Graduate,Self-Employed,494912.26,"₹128,884",Other,621.0,0,83,100.86,2020-01-07,0
C2982,27.0,Male,North,Graduate,Unemployed,502354.62,"₹1,257,114",Other,648.7,5,47,165.31,2021-10-31,1
C2983,63.0,Male,West,Primary,Unemployed,438585.55,"₹2,056,019",Home,739.1,4,95,34.74,2016-02-29,1
C2984,60.0,Male,North,Primary,Business,549922.22,"₹170,905",Car,718.1,3,91,46.64,2026-02-05,0
C2985,45.0,Other,East,Secondary,Self-Employed,594748.89,"₹450,116",Business,629.4,0,83,26.37,2018-03-12,0
C2986,70.0,Female,East,Graduate,Salaried,1646882.62,"₹81,043",Medical,569.7,0,53,37.57,2023-11-19,0
C2987,45.0,Female,West,Post-Graduate,Salaried,2898717.4,"₹50,000",Home,666.4,3,75,41.3,2016-05-12,0
C2988,38.0,Female,South,Secondary,Business,869061.47,"₹585,150",Business,700.1,2,39,69.34,2021-05-08,0
C2989,20.0,Male,West,Graduate,Unemployed,2363321.89,"₹113,921",Medical,656.7,5,118,53.64,2015-06-21,0
C2990,58.0,Male,West,Post-Graduate,Self-Employed,1698458.61,"₹99,127",Business,679.4,4,91,25.62,2023-01-13,0
C2991,40.0,Female,East,Primary,Unemployed,1540561.75,"₹405,490",Education,782.3,2,128,46.71,2023-03-12,0
C2992,56.0,,South,Secondary,Salaried,1730923.37,"₹705,439",Business,773.9,4,65,56.71,2026-03-27,0
C2993,36.0,Male,West,Post-Graduate,Self-Employed,301940.69,"₹174,595",Home,632.3,4,106,11.96,2016-06-04,0
C2994,64.0,Male,South,Graduate,Salaried,296099.53,"₹928,102",Business,776.0,3,100,100.44,2023-04-10,1
C2995,32.0,,West,Secondary,Salaried,188722.27,"₹102,147",Education,515.7,4,125,34.0,2017-01-21,0
C2996,42.0,Female,West,Secondary,,691482.29,"₹774,997",Education,672.6,0,106,49.57,2024-06-30,0
C2997,44.0,Female,West,Graduate,Unemployed,436263.49,"₹228,053",Education,648.2,3,109,33.74,2019-02-13,0
C2998,55.0,Female,West,Secondary,Self-Employed,361537.69,"₹99,830",Business,600.6,0,91,33.34,2016-07-20,0
C2999,65.0,Male,South,Secondary,Unemployed,708135.03,"₹271,192",Business,589.9,6,61,17.47,2017-03-28,0
C3000,61.0,Female,East,Graduate,Salaried,667232.2,"₹197,878",Car,900.0,6,91,80.14,2015-07-30,0
C3001,42.0,Male,South,Graduate,Self-Employed,547145.66,"₹296,315",Business,735.6,5,89,34.66,2016-04-02,0
C3002,61.0,Other,North,Post-Graduate,Self-Employed,497099.86,"₹520,912",Other,607.5,5,104,59.94,2025-07-13,1
C3003,25.0,Male,East,Primary,,294977.22,"₹459,506",Business,747.9,0,147,11.37,2016-12-16,0
C3004,45.0,Male,South,Post-Graduate,Salaried,281459.57,"₹1,068,418",Business,623.2,1,88,43.92,2015-05-19,1
C3005,18.0,Male,South,Primary,Business,389231.89,"₹73,407",Medical,691.7,2,132,43.51,2023-11-29,0
C3006,43.0,Female,South,Graduate,Business,382786.03,"₹623,393",Home,731.3,0,123,48.5,2020-10-19,0
C3007,69.0,Male,East,Primary,Unemployed,187091.79,"₹4,209,778",Education,699.8,5,52,74.89,2015-04-16,1
C3008,68.0,Female,North,Primary,Business,1239707.99,"₹1,176,592",Medical,642.9,0,65,7.48,2020-06-20,0
C3009,,Male,South,Secondary,Unemployed,564499.82,,Other,587.6,8,130,19.56,2019-07-15,1
C3010,21.0,Male,East,Secondary,Unemployed,223066.46,"₹648,124",Home,603.5,2,49,26.41,2023-01-17,1
C3011,26.0,Female,North,Post-Graduate,Self-Employed,1637230.03,"₹59,469",Other,785.4,0,62,64.37,2015-11-21,0
C3012,,Female,North,Primary,Business,2307968.75,"₹226,055",Business,,5,161,28.05,2023-04-17,0
C3013,23.0,Other,South,Primary,Business,477938.82,"₹1,181,340",Education,581.6,2,129,40.56,2020-08-28,1
C3014,43.0,Male,East,Secondary,Salaried,644452.55,"₹3,444,733",Education,768.0,1,54,44.41,2021-11-11,1
C3015,32.0,Female,East,Secondary,Business,290943.09,"₹1,543,922",Car,680.4,3,148,151.06,2018-09-02,1
C3016,22.0,Male,South,Primary,Self-Employed,1450915.51,"₹194,341",Home,745.0,0,148,57.93,2017-11-14,0
C3017,43.0,Male,East,Primary,Business,746951.91,"₹536,942",Medical,627.0,2,121,103.24,2026-02-11,0
C3018,40.0,Female,West,Secondary,Self-Employed,1450135.99,"₹1,071,566",Home,529.0,2,81,13.16,2025-08-01,0
C3019,33.0,Female,West,Post-Graduate,Business,262462.71,"₹388,875",Other,617.9,3,92,20.49,2023-03-28,1
C3020,,Female,West,Graduate,Self-Employed,133602.83,"₹332,916",Car,540.7,5,45,116.94,2026-06-18,1
C3021,18.0,Male,West,Primary,Salaried,,"₹73,405",Home,773.9,0,93,60.46,2025-09-29,0
C3022,55.0,Female,South,Post-Graduate,Business,96432.83,,Car,596.3,3,20,266.48,2023-03-27,1
C3023,44.0,Male,East,Post-Graduate,Salaried,496725.76,"₹989,407",Education,611.8,6,89,47.11,2019-03-07,1
C3024,55.0,Male,East,Primary,Unemployed,230863.27,"₹303,914",Business,820.7,0,83,68.13,2020-10-06,0
C3025,22.0,Female,East,Primary,Unemployed,307560.75,,Business,696.8,0,87,34.52,2017-11-28,1
C3026,29.0,Male,West,Secondary,Salaried,,"₹815,682",Business,660.7,1,114,38.51,2023-10-09,1
C3027,31.0,Male,North,Secondary,Self-Employed,668427.13,"₹253,216",Home,,0,80,69.7,2022-10-22,0
C3028,,Female,West,Secondary,Self-Employed,477894.7,"₹344,706",Car,740.0,2,90,44.74,2018-09-08,0
C3029,32.0,Female,North,Graduate,Unemployed,730074.21,"₹515,836",Education,637.5,0,153,53.56,2018-01-02,0
C3030,54.0,Male,West,Primary,Business,223387.9,"₹253,520",Medical,647.2,1,38,60.38,2025-06-03,0
C3031,66.0,Male,North,Primary,Salaried,613882.35,"₹68,700",Other,662.3,8,87,46.9,2022-06-19,0
C3032,53.0,Female,West,Graduate,Self-Employed,390350.55,"₹1,157,359",Medical,656.2,1,165,14.59,2020-08-18,1
C3033,29.0,Female,West,Post-Graduate,Unemployed,754301.0,"₹576,732",Car,867.5,6,102,21.08,2016-12-14,0
C3034,65.0,Male,West,Secondary,Self-Employed,1942205.53,"₹374,527",Car,784.1,10,128,17.74,2025-06-27,0
C3035,40.0,Female,North,Secondary,Salaried,,"₹143,587",Business,601.5,1,191,37.46,2016-01-26,0
C3036,28.0,Male,West,Graduate,Self-Employed,647091.76,"₹246,806",Education,696.2,5,135,15.4,2022-11-09,0
C3037,41.0,,West,Post-Graduate,,1408581.85,"₹993,467",Other,590.4,6,96,21.28,2020-09-19,0
C3038,31.0,Female,North,Primary,Unemployed,621413.87,"₹1,108,210",Medical,606.4,1,100,98.92,2026-03-30,1
C3039,49.0,Male,North,Graduate,Salaried,748353.04,"₹403,043",Home,590.8,2,53,20.14,2018-12-19,0
C3040,18.0,Male,North,Graduate,Unemployed,678519.93,,Home,690.7,0,135,63.47,2024-12-17,0
C3041,52.0,Male,North,Graduate,Unemployed,1591806.06,"₹687,862",Business,709.2,8,35,22.62,2021-03-03,0
C3042,18.0,Male,South,Post-Graduate,Salaried,217590.77,"₹186,643",Car,718.4,3,111,79.04,2015-09-13,0
C3043,63.0,Female,West,Secondary,Salaried,212311.0,"₹198,371",Education,668.6,0,47,76.36,2018-03-05,0
C3044,39.0,Female,North,Post-Graduate,Salaried,738793.72,"₹295,177",Education,720.9,1,67,11.27,2025-04-05,0
C3045,37.0,Male,South,Post-Graduate,Salaried,386680.76,"₹529,747",Other,771.7,10,23,13.93,2018-07-19,1
C3046,59.0,Male,North,Graduate,Salaried,141618.88,"₹744,319",Education,752.2,1,111,34.69,2021-03-10,1
C3047,66.0,Male,East,Post-Graduate,Business,312066.4,"₹3,005,994",Home,721.7,5,1,24.74,2022-01-20,1
C3048,36.0,Female,South,Post-Graduate,Self-Employed,816165.46,"₹597,981",Car,709.1,4,81,39.25,2022-12-15,0
C3049,50.0,Female,West,Primary,Unemployed,630913.69,"₹644,496",Home,731.0,0,134,33.93,2023-12-02,0
C3050,18.0,Male,South,Primary,Salaried,334183.78,,Business,531.5,8,95,25.21,2018-08-13,1
C3051,18.0,Male,North,Primary,Business,651464.92,"₹188,729",Other,424.5,5,42,23.41,2023-02-25,0
C3052,31.0,,North,Graduate,Business,,"₹612,224",Education,643.6,0,136,38.21,2025-03-17,1
C3053,24.0,Female,West,Secondary,Unemployed,928697.82,"₹539,420",Business,733.1,7,75,77.84,2017-02-10,0
C3054,38.0,Female,East,Primary,Self-Employed,909653.31,"₹105,676",Other,612.6,1,100,91.3,2021-11-05,0
C3055,23.0,Female,North,Secondary,Self-Employed,590390.29,"₹426,130",Car,584.1,0,126,24.4,2018-08-13,0
C3056,65.0,Female,East,Primary,Unemployed,,"₹120,040",Car,609.0,1,99,24.41,2019-12-09,0
C3057,38.0,Male,West,Primary,Salaried,2759257.43,"₹117,517",Education,653.7,2,73,12.46,2024-04-25,0
C3058,26.0,Male,North,Primary,Salaried,402548.39,"₹234,265",Medical,644.9,6,112,37.37,2015-08-19,0
C3059,69.0,Male,North,Primary,Salaried,680131.1,"₹509,765",Business,716.5,4,105,13.26,2023-11-13,0
C3060,69.0,Male,South,Primary,Unemployed,596559.91,"₹95,190",Medical,496.8,1,44,27.63,2015-12-12,0
C3061,40.0,Female,South,Graduate,Self-Employed,289609.66,"₹200,405",Business,677.9,0,48,26.75,2021-11-27,0
C3062,39.0,Male,North,Post-Graduate,Self-Employed,,"₹90,848",Home,607.1,7,66,42.02,2016-08-21,0
C3063,52.0,Male,East,Post-Graduate,Unemployed,433029.62,"₹1,162,236",Car,706.1,2,85,60.78,2025-08-08,1
C3064,,Female,East,Secondary,,663114.66,"₹317,493",Car,643.8,4,58,45.75,2022-02-14,0
C3065,34.0,Female,West,Graduate,Business,170802.77,"₹124,137",Other,685.0,0,57,47.76,2017-05-30,0
C3066,70.0,Male,South,Secondary,Business,343614.31,"₹112,985",Home,631.6,4,135,82.79,2024-03-25,0
C3067,69.0,,North,Primary,Salaried,316199.27,"₹442,712",Home,764.7,1,29,59.82,2020-06-01,0
C3068,54.0,Male,West,Post-Graduate,Self-Employed,1335749.05,"₹9,399,268",Other,710.3,4,123,62.61,2024-02-27,1
C3069,42.0,Female,West,Primary,Business,383450.03,"₹1,215,767",Car,547.8,2,40,29.0,2015-08-08,1
C3070,35.0,Male,West,Primary,Unemployed,460175.53,"₹364,001",Home,705.4,9,98,63.5,2016-04-04,1
C3071,61.0,Female,South,Graduate,Salaried,1371765.92,"₹269,277",Home,684.1,2,90,28.48,2025-12-15,0
C3072,,Male,East,Primary,Self-Employed,815238.17,"₹284,016",Home,767.4,1,98,74.31,2018-11-22,0
C3073,48.0,Female,West,Post-Graduate,Business,887567.82,"₹231,913",Other,689.0,3,116,9.11,2025-01-20,0
C3074,59.0,Female,East,Secondary,Self-Employed,224802.33,"₹475,559",Other,607.3,3,166,10.35,2019-06-03,1
C3075,67.0,Male,West,Primary,Unemployed,1415516.67,"₹1,072,141",Medical,639.4,3,58,31.0,2019-05-23,0
C3076,25.0,Female,West,Secondary,Unemployed,355539.47,"₹192,892",Home,523.5,0,81,112.79,2016-11-26,1
C3077,50.0,Female,West,Primary,Unemployed,317654.52,"₹1,395,017",Car,724.8,7,46,63.54,2021-07-02,1
C3078,46.0,Male,North,Primary,Self-Employed,639409.07,"₹140,176",Home,,7,69,39.26,2023-07-23,0
C3079,24.0,Male,North,Primary,Unemployed,225932.82,,Education,637.9,2,143,42.52,2024-10-13,0
C3080,44.0,Male,East,Primary,Business,109620.14,"₹595,580",Business,,2,129,64.57,2024-12-30,1
C3081,58.0,Male,North,Graduate,Business,383129.95,"₹403,838",Car,706.1,2,135,6.82,2016-01-27,0
C3082,68.0,Female,South,Post-Graduate,Unemployed,488257.88,"₹257,144",Business,732.7,3,127,147.69,2019-03-28,0
C3083,44.0,Female,East,Graduate,Self-Employed,495339.42,"₹153,653",Medical,658.3,6,57,72.28,2024-10-04,0
C3084,34.0,Female,South,Post-Graduate,Unemployed,163534.63,"₹195,545",Education,648.6,2,115,18.46,2015-04-01,0
C3085,28.0,Female,East,Graduate,Business,1781544.89,"₹86,480",Other,766.6,5,52,27.74,2025-08-18,0
C3086,46.0,Male,West,Graduate,Self-Employed,128208.99,"₹186,104",Medical,749.9,2,81,40.14,2017-08-17,0
C3087,66.0,Female,East,Secondary,Business,,"₹469,422",Medical,738.2,3,30,27.54,2019-10-26,0
C3088,68.0,Male,West,Secondary,Salaried,1433238.61,"₹191,320",Education,,3,102,27.72,2026-05-19,0
C3089,57.0,Male,North,Post-Graduate,Business,,"₹361,536",Car,706.6,3,98,183.44,2020-05-17,1
C3090,51.0,Female,South,Secondary,,2049258.05,"₹301,174",Education,673.7,5,81,48.47,2026-02-13,0
C3091,32.0,Other,South,Post-Graduate,Self-Employed,,"₹154,756",Education,804.5,4,70,21.91,2018-04-07,0
C3092,70.0,Female,South,Secondary,Self-Employed,1085152.79,"₹300,944",Car,762.2,3,146,53.23,2018-01-20,0
C3093,60.0,Female,East,Post-Graduate,Salaried,493210.75,"₹225,143",Other,665.4,1,162,42.87,2016-11-16,0
C3094,68.0,Female,North,Secondary,Business,1657174.74,"₹171,614",Home,703.2,2,62,63.34,2015-10-23,0
C3095,70.0,Female,South,Secondary,,422424.53,"₹176,111",Business,673.6,0,65,56.24,2019-12-28,0
C3096,27.0,Male,South,Secondary,Self-Employed,529217.58,"₹158,627",Home,811.7,5,55,31.16,2019-05-24,0
C3097,24.0,Male,East,Secondary,Salaried,1001561.03,"₹199,014",Car,,6,77,67.44,2020-01-30,0
C3098,41.0,Male,South,Graduate,Business,839235.27,"₹440,948",Car,656.3,3,70,114.25,2018-12-04,0
C3099,58.0,Female,North,Post-Graduate,Unemployed,1987273.05,"₹572,856",Medical,680.0,2,62,101.97,2020-02-14,0
C3100,65.0,Female,West,Graduate,Unemployed,548420.79,"₹352,119",Medical,,4,86,84.96,2019-08-28,0
C3101,30.0,Male,North,Secondary,Self-Employed,1284277.89,"₹708,602",Business,678.1,1,133,20.61,2015-04-18,0
C3102,38.0,Other,South,Secondary,Self-Employed,155516.28,"₹1,139,642",Education,767.7,1,113,51.19,2016-08-28,1
C3103,23.0,Other,West,Graduate,Business,592112.64,"₹419,046",Medical,920.0,3,115,27.05,2026-04-21,0
C3104,37.0,Female,South,Primary,Self-Employed,719365.96,"₹93,689",Education,681.0,1,66,92.34,2015-03-08,0
C3105,65.0,Male,South,Secondary,Self-Employed,725704.28,"₹434,015",Home,740.4,0,84,47.65,2023-02-12,0
C3106,18.0,Male,North,Post-Graduate,Business,654115.65,"₹412,267",Other,632.3,5,55,151.29,2024-07-27,1
C3107,70.0,Male,North,Primary,Salaried,614204.85,"₹860,497",Business,650.4,1,40,22.04,2020-10-18,0
C3108,67.0,Female,South,Graduate,Salaried,480372.34,,Medical,768.1,0,127,26.98,2020-10-26,0
C3109,32.0,Male,West,Graduate,Self-Employed,1527056.52,"₹428,661",Medical,666.3,0,45,28.14,2020-11-10,0
C3110,33.0,Male,South,Primary,Unemployed,820912.39,"₹314,286",Car,688.5,1,128,41.15,2019-09-06,0
C3111,61.0,Male,West,Secondary,Self-Employed,660398.0,"₹480,878",Education,741.5,3,98,15.32,2023-10-04,0
C3112,66.0,Female,West,Post-Graduate,Salaried,845114.83,"₹291,591",Other,630.3,0,210,43.76,2019-06-26,0
C3113,54.0,Male,South,Primary,Unemployed,607333.21,"₹335,735",Business,737.3,0,24,24.24,2017-04-21,0
C3114,70.0,Male,West,Primary,Self-Employed,,"₹435,215",Car,700.2,1,130,19.37,2015-11-25,0
C3115,53.0,Male,West,Post-Graduate,Business,171312.13,"₹1,609,941",Car,682.8,5,67,59.71,2023-02-13,1
C3116,64.0,Female,North,Secondary,Unemployed,250378.68,"₹112,186",Business,662.4,4,73,66.81,2022-07-27,0
C3117,26.0,Male,West,Post-Graduate,Self-Employed,1052372.15,"₹771,672",Education,744.1,4,91,11.78,2022-08-07,0
C3118,39.0,Male,West,Secondary,Unemployed,421403.57,"₹81,220",Other,780.1,5,65,61.88,2015-09-27,0
C3119,67.0,Female,West,Graduate,Salaried,429702.38,"₹50,000",Medical,729.8,0,93,27.6,2020-04-13,0
C3120,46.0,Female,West,Primary,Salaried,309302.41,"₹649,767",Education,651.5,1,48,50.27,2022-04-07,1
C3121,59.0,Male,South,Post-Graduate,Salaried,141751.91,"₹187,929",Education,622.1,2,56,47.73,2022-07-20,1
C3122,55.0,Other,South,Primary,Business,566324.88,"₹468,426",Business,625.3,2,99,74.44,2018-05-31,0
C3123,59.0,Male,South,Graduate,Business,1409430.15,"₹929,754",Business,,6,1,16.26,2020-03-16,0
